LongName,Wage_euro,OVA
Even Østensen,1000,61
Jack Aitchison,2000,61
Yari Otto,2000,61
Maxime Awoudja,3000,61
Joël Schmied,1000,61
Tamás Szántó,4000,61
Lorenzo Colombo,3000,61
Julius Ertlthaler,1000,61
Ellis Iandolo,2000,61
Ben Coker,2000,61
Conor Wilkinson,3000,61
Elias Abouchabaka,1000,61
Jung Nam Hong,2000,61
Anthony Correia,2000,61
Mateusz Hołownia,2000,61
Luca Ranieri,4000,61
George Taft,3000,61
Ouasim Bouy,13000,61
Frantz Pangop,3000,61
Samed Onur,2000,61
Hyo Gi Kim,1000,61
Mateusz Kuzimski,1000,61
Jefferson Pessanha Agostinho,2000,61
Yoan Severin,2000,61
Andrei Marinescu,1000,61
Louis Ameka Autchanga,1000,61
Zak Dearnley,2000,61
Jerónimo Rodríguez,2000,61
Siad Haji,1000,61
Mads Bidstrup,4000,61
Dominic Bernard,3000,61
Miguel Ángel Gómez López,2000,61
Gabriel Deac,1000,61
Thomas Van Den Keybus,2000,61
Jake Eastwood,4000,61
Frazer Blake-Tracy,2000,61
Blaise Yaméogo,1000,61
Ivan Ilić,2000,61
Omar Marmoush,6000,61
Armin Đerlek,2000,61
Hamidou Maïga,1000,61
Blake Bodily,1000,61
Brandon Sartiaguin,2000,61
Kendall McIntosh,1000,61
Majed Hazazi,3000,61
Timothy Eyoma,8000,61
Jacob Italiano,2000,61
Iván Martín Núñez,1000,61
Mauricio Guzmán,2000,61
Cristian Costin,1000,61
Jakub Arak,2000,61
Khaled Al Samiri,6000,61
Sean Mackie,1000,61
Ali Al Khaibari,5000,61
Emmanuel Oyeleke,2000,61
Răzvan Trif,2000,61
Cameron Norman,2000,61
Diego Varela Pampín,2000,61
Yasser Larouci,6000,61
Greg Taylor,2000,61
Matthäus Taferner,2000,61
Mauro Osores,2000,61
Rongze Han,2000,61
Shaun Brisley,2000,61
Daiki Niwa,2000,61
Keane Lewis-Potter,1000,61
Saif Al Qeshtah,3000,61
Franco Perinciolo,2000,61
Dániel Gyollai,1000,61
Rok Sirk,2000,61
Franco Petroli,2000,61
David Zibung,1000,61
Jasse Tuominen,1000,61
Óscar Contreras Ferreira,2000,61
Batista Mendy,3000,61
Sylvester Jasper,8000,61
Facundo Giacopuzzi,1000,61
Harry Brockbank,2000,61
Filip Piszczek,2000,61
Lars Nieuwpoort,1000,61
Luc Ihorst,4000,61
Joe Martin,2000,61
Jia Du,2000,61
Paweł Tomczyk,2000,61
Joel Kabongo,3000,61
Ahmet Canbaz,5000,61
Yang Liu,3000,61
Yang Xu,3000,61
Antony Evans,3000,61
Vladis Emmersón,2000,61
Philimon Tawiah,2000,61
Offrande Zanzala,2000,61
Anıl Aktaş,2000,61
Charlie Owens,2000,61
Ricard Pujol Amat,1000,61
Ibrahim Mahnashi,3000,61
Claudiu Petrila,2000,61
Jun Yeon Jeong,1000,61
Tong Zhou,2000,61
Nathan Trott,3000,61
Lucas Buades,3000,61
Hassan Al Habib,5000,61
Songyi Li,3000,61
Andy Butler,1000,61
Mattias Moström,1000,61
Senwen Luo,3000,61
Jinghang Hu,2000,61
Andy Williams,3000,61
Montassar Talbi,2000,61
Denis Dumitrașcu,1000,61
Dion Conroy,2000,61
Christopher Trejo,2000,61
Melvin Ramusović,2000,61
Tobias Børkeeiet,2000,61
Tomás Escalante,2000,61
Badr Al Nakhli,3000,61
Ervin Taha,1000,61
Jamie Proctor,8000,61
Justin Lonwijk,2000,61
Chenglin Zhang,4000,61
Joaquín Mendive,2000,61
Jonny Maxted,2000,61
Luke Offord,1000,61
Alfie Bates,2000,61
Joe Nuttall,2000,61
Jinhao Bi,3000,61
Hélton Fernando Carvalhal Lima,3000,61
Georgi Pashov,1000,61
Amadou Traoré,2000,61
Miguel Tapias,2000,61
Julen Lobete Cienfuegos,3000,61
Soo Bin Lee,1000,61
Florin Plămadă,2000,61
Zhen Wei,2000,61
Andreas Mihaiu,1000,61
Easah Suliman,1000,61
Ashley Nathaniel-George,2000,61
Mark Cullen,3000,61
Michael Kelly,2000,61
Ali Sarı,1000,61
Michael Nottingham,2000,61
Zahid Muñoz,4000,61
Alex Fisher,3000,61
Ahmad Al Habib,2000,61
Eric Verstappen,2000,61
Niels Nkounkou,6000,61
Calvin Miller,2000,61
Bong Hun Yeo,1000,61
Rafał Kobryń,1000,61
Destan Bajselmani,1000,61
Christian Makoun,1000,61
Jiegei Qian,3000,61
Manuel Antonio Morais Valerio,2000,61
Shaun Miller,3000,61
Luca Unbehaun,2000,61
Abduwal Ablet,2000,61
Fabián González,1000,61
Murat Sağlam,8000,61
Xiuwei Zhang,3000,61
Miloš Spasić,2000,61
Elvis Kamsoba,2000,61
Jakov Medić,2000,61
Tiago Alexandre Mendes Alves,1000,61
Vinni Triboulet,1000,61
Antón Quindimil Rodríguez,1000,61
José Pierre Vunguidica,1000,61
Majed Al Najrani,5000,61
Marvin Ekpiteta,2000,61
Cheng Zhang,3000,61
Tomasz Mokwa,2000,61
Anthony Glennon,6000,61
Regan Charles-Cook,1000,61
Mario Ordoñez Cruz,1000,61
Zachary Elbouzedi,2000,61
Kellan Gordon,3000,61
Matty Willock,2000,61
Nicolás Miracco,2000,61
Josué Homawoo,4000,61
Ludvig Öhman,2000,61
Kevin Magaña,7000,61
Sultan Mandash,6000,61
Jaume Albert Cuéllar Mendoza,2000,61
Harry Kyprianou,2000,61
Liam Gibson,2000,61
Josh Doherty,2000,61
Ben Mines,1000,61
Sebastián Benega,2000,61
Maimaitiyili Bali,3000,61
Jamie Reid,4000,61
Çağlar Şahin Akbaba,2000,61
Hyun Seok Doo,1000,61
Brandon Thomas-Asante,3000,61
James Jones,2000,61
Adam Phillips,7000,61
Charlie Lakin,2000,61
Eray İşcan,2000,61
Ciprian Gliga,1000,61
Mihovil Klapan,1000,61
Young Kyu Ahn,1000,61
Ionuț Șerban,1000,61
Elliot Jorge Simões Inácio,2000,61
Andrei Panait,1000,61
Sumayhan Al Nabit,4000,61
Bryan Lasme,1000,61
Robert Moldoveanu,1000,61
Yinong Tian,4000,61
Fahad Ghazi,5000,61
Abdulaziz Al Nashi,3000,61
Kyle Howkins,2000,61
Reiss Greenidge,2000,61
Abu Francis,1000,61
Kiwara Miyazaki,2000,61
Elliot Collier,1000,61
Louis Dennis,3000,61
Shingo Hyodo,1000,61
Karam Barnawi,2000,61
Stefan Drljača,4000,61
Davide Itter,5000,61
Carlo Casap,1000,61
Rodrigo Schlegel,2000,61
Melih Ibrahimoglu,3000,61
Yasir Subaşı,2000,61
Liam Delap,3000,61
Stephen Sama,1000,61
Lóránt Kovács,2000,61
Matthias Phaëton,1000,61
Corey Brown,1000,61
Yeerzati Yeerjieti,2000,61
Jack Lankester,2000,61
Callum Ainley,2000,61
Max Melbourne,2000,61
Ross Doohan,5000,61
Issa Fomba,1000,61
Nicolás Cordero,2000,61
Ahmed Awad,1000,61
Kevin Álvarez,1000,61
Junior Morias,1000,61
Aidi Fulangxisi,3000,61
Rúben Miguel Valente Fonseca,1000,61
Shinta Appelkamp,3000,61
Matías Romero,2000,61
Tianyu Qi,3000,61
Mads Bech Sørensen,5000,61
Sami Al Najai,6000,61
Vadaine Oliver,2000,61
Dominic Thompson,3000,61
Matthew Acton,1000,61
Rodrigo Zalazar,3000,61
Chris Kane,2000,61
Stephan Drăghici,2000,61
James Brown,2000,61
Martell Taylor-Crossdale,11000,61
Abdulbasit Hindi,5000,61
Xuan Cao,2000,61
Luke Jephcott,2000,61
Harry Davis,2000,61
Steeven Saba,1000,61
Francisco Castillo Viñolo,1000,61
Sveinn Aron Guðjohnsen,2000,61
Leandro Contin,3000,61
Aaron Amadi-Holloway,1000,61
Benny Ashley-Seal,2000,61
Niklas Tarnat,4000,61
Max Thompson,4000,61
Yazeed Al Bakr,5000,61
Joseph Mendes,2000,61
Thiago Rodrigues de Souza,2000,61
Sebastián Ramírez,2000,61
Abdulaziz Al Sharid,3000,61
Iván Martínez Gonzálvez,4000,61
Nahuel Arroyo Mazorra,2000,61
Lewis Price,3000,61
Florian Palmowski,2000,61
Morgan Guilavogui,2000,61
Raphael Sallinger,1000,61
Jamal Amofa,1000,61
Carlo Lattanzio,3000,61
Adrian Scarlatache,2000,61
Leon Schneider,3000,61
Oliver Lancashire,2000,61
Pengfei Shan,3000,61
Sergio Carreira Vilariño,2000,61
Babacar Dione,2000,61
Cássio Fernando Scheid,1000,61
Diogo da Costa Silva,2000,61
Josué Albert,1000,61
Leandro Vella,2000,61
Gerardo Ruíz,1000,61
Anouar Ait El Hadj,2000,61
Douglas Felisbino Oliveira,1000,61
Jojo Wollacott,4000,61
Hubert Adamczyk,1000,61
Wojciech Szumilas,1000,61
Sergiu Ciocan,1000,61
Yusuf Abdioğlu,2000,61
Otis Khan,2000,61
Jayson Papeau,1000,61
Dominik Kother,2000,61
Bülent Cevahir,2000,61
Jesús Caballero Ramírez,2000,61
Ignacio Ramón del Valle,3000,61
Michał Skóraś,1000,61
Pablo Magnín,3000,61
Vincenzo Millico,5000,61
Jesús Ramírez,1000,60
Roman Macek,1000,60
Nelson Insfrán,2000,60
Ethan Ross,1000,60
Erick Sánchez,2000,60
Nasser Al Dawsari,4000,60
Mario Soberón Gutiérrez,4000,60
Alessandro Tripaldelli,3000,60
Recep Kutun,2000,60
Óskar Sverrisson,1000,60
Hugo Magnetti,3000,60
Nicholas Taitague,3000,60
Brad Walker,2000,60
Marijan Ćavar,4000,60
Franco Godoy,1000,60
Sorin Bustea,1000,60
Nikita Iosifov,5000,60
Abdullah Kanno,3000,60
Erik Majetschak,1000,60
John McAtee,2000,60
Tom Krauß,4000,60
Maikel Chang,1000,60
Nya Kirby,6000,60
Ismaël Boura,3000,60
Tomás Badaloni,1000,60
Augusto Schott,2000,60
Mahamé Siby,3000,60
Shuai Pei,2000,60
Maurice Čović,6000,60
Sabit Abdulai,3000,60
Matías Belloso,2000,60
Matt Jay,2000,60
Javier Almerge Viñuales,2000,60
Felix Schwarzholz,3000,60
Jannik Rochelt,1000,60
Ellery Balcombe,3000,60
Martín Lapeña Ramos,1000,60
Hiroto Yamada,1000,60
Daniel Parra,4000,60
Kevin Mouanga,2000,60
Bryan Limbombe,2000,60
Erik Botheim,1000,60
Fraser Horsfall,2000,60
Thibaut Vargas,3000,60
Ben Warland,1000,60
Tomás Diáz,2000,60
Abdulaziz Majrashi,3000,60
Tobias Kraulich,2000,60
Adam Crookes,2000,60
Charlie Trafford,1000,60
Andy Fisher,4000,60
Brian Farioli,2000,60
Fernando Tapia,2000,60
Marlon Suliman Mustapha,3000,60
Pius Krätschmer,2000,60
Sen Hou,2000,60
Juan De La Mata Rodao,1000,60
Shaun McWilliams,2000,60
Ethan Robson,2000,60
Amir Bilali,1000,60
Danny Rogers,1000,60
Tarek Elrich,1000,60
Joe Powell,1000,60
Shilow Tracey,10000,60
Raúl Sandoval,1000,60
Theo Bair,1000,60
Emiliano González,2000,60
Jesús Vargas,2000,60
Maxence Rivera,2000,60
Benjamín Galindo,2000,60
Adam Lewis,7000,60
Jabor Issa,3000,60
Jasser Khmiri,1000,60
Agim Zeka,1000,60
Eduardo Del Ángel,1000,60
Arne Ammerer,2000,60
Romaric Yapi,4000,60
Nelson Balongo,2000,60
Gonçalo Baptista Franco,1000,60
Roli Pereira de Sa,3000,60
Jesse Zamudio,3000,60
Jamie Mascoll,2000,60
Jan Žambůrek,4000,60
Gorka Zabarte Moreno,3000,60
Kyle Taylor,2000,60
Xuan Han,2000,60
Abdulmohsen Fallatah,5000,60
Kenshin Yoshimaru,1000,60
Inih Effiong,2000,60
William De Camargo,2000,60
Mateusz Bogusz,5000,60
Jabez Makanda Maleko,2000,60
Rahmetullah Berişbek,2000,60
Adrián Rodríguez Giménez,1000,60
Alejandro Cruz Hernández,1000,60
Tanguy Coulibaly,2000,60
Zeno Ibsen Rossi,1000,60
Armando Broja,1000,60
Sam Matthews,2000,60
Ethan Chislett,1000,60
Tomáš Břečka,2000,60
Shuto Abe,2000,60
Martín Manuel Calderón Gómez,1000,60
Hasan Hatipoğlu,2000,60
Abdulwahab Jafar,3000,60
Mohammed Mohsen Harzan,3000,60
Bridge Ndilu,3000,60
Adrian Łyszczarz,1000,60
Rui Filipe Teixeira Encarnação,1000,60
Thomas Allan,5000,60
Dragoljub Savić,3000,60
Hasan Hüseyin Acar,2000,60
Kelland Watts,4000,60
Kazushige Kirihata,1000,60
Safa Kınalı,3000,60
Luis López,2000,60
David Boateng,4000,60
José Sánchez Martínez,3000,60
David Pereira Da Costa,4000,60
Layton Ndukwu,8000,60
Maximilian Franzke,2000,60
Antoine Valerio,3000,60
Mamadou Diallo,1000,60
Tsvetelin Chunchukov,1000,60
Nick Woltemade,2000,60
Juan Flere,3000,60
James Belshaw,1000,60
Elia Caprile,1000,60
Connor Hall,2000,60
Shiwei Che,2000,60
Abdullah Qaisi,3000,60
Ziming Wang,3000,60
Moaath Afana,3000,60
Juan Córdova,1000,60
Faustino Dettler,2000,60
Santiago Naveda,3000,60
Francesco Rossi,6000,60
Alexandru Boiciuc,1000,60
Lucas González,2000,60
Jamie McGrath,1000,60
Jasurbek Jaloliddinov,3000,60
Victor van den Bogert,1000,60
Danny McNamara,2000,60
Hassan Essa Jafry,3000,60
Antoine Semenyo,6000,60
Adrien Perez,1000,60
Yannick Schlößer,4000,60
Exequiel Beltramone,2000,60
Brian Negro,2000,60
Giles Phillips,2000,60
Majed Kanabah,4000,60
Shilin Sun,2000,60
Patryk Janasik,1000,60
Jacob Maddox,1000,60
Justin Portillo,1000,60
Liangming Lin,2000,60
Emil Cuello,1000,60
Jérémy Le Douaron,3000,60
Noah Billingsley,1000,60
Kartal Yılmaz,5000,60
Jefferson Tabinas,1000,60
Efraín Orona,2000,60
Hussain Shaian,3000,60
Raúl Moro Prescoli,2000,60
Soner Örnek,2000,60
Ibrahima Cissé,2000,60
James Clarke,2000,60
Evelio Cardozo,2000,60
Balázs Csiszér,1000,60
Krisztofer Horváth,2000,60
Miguel Gonçalves Silva,1000,60
Ijiel Protti,3000,60
Adrian Hajdari,3000,60
Basim Al Baqi,3000,60
Jack Muldoon,2000,60
Jarrad Branthwaite,3000,60
Maximiliano Araújo,1000,60
Rashad Muhammed,3000,60
Myles Hippolyte,3000,60
Guillermo Pozos,3000,60
AJ Leitch-Smith,2000,60
Nemanja Celic,1000,60
Josip Stanisic,1000,60
Meris Skenderović,5000,60
Mergim Fejzullahu,1000,60
Dannie Bulman,1000,60
Shunsuke Ando,2000,60
Yannik Bangsow,2000,60
Stephen Kelly,6000,60
Nasser Al Omran,5000,60
Juan Ezequiel Da Rosa,3000,60
Daishawn Redan,4000,60
Romario Roesch,3000,60
Sam Hird,2000,60
Aleksandar Jukic,2000,60
Florian Heister,2000,60
Carlos Mena Díaz,1000,60
Abdullah Al Saleh,3000,60
Brayton Vázquez,2000,60
Mateo Hernández,2000,60
Raúl Martín Barba,1000,60
Luis Nițu,1000,60
Andreas Helmersen,1000,60
Julio Martínez Cortés,1000,60
Alejandro Moreno Morales,1000,60
Andreas Bruus,2000,60
Milan Robin,2000,60
Unai Arietaleanizbeaskoa,3000,60
Yosuke Yuzawa,1000,60
Josh Coulson,2000,60
Raúl Alberto Lozano,2000,60
Enzo Díaz,3000,60
Cephas Malele,1000,60
Riku Matsuda,1000,60
George Cîmpanu,1000,60
Alan Marinelli,2000,60
Lenny Borges,3000,60
Tatsuya Yamaguchi,1000,60
Diego Nava,2000,60
Morgan Whittaker,3000,60
Federico Costa,2000,60
Abdelkabir Abqar,2000,60
Nathan Ngoumou,1000,60
Lucian Buzan,1000,60
Ryan Schofield,2000,60
Matías Ruiz Díaz,2000,60
Bastian Badu,4000,60
Carlos Vázquez,1000,60
Fabrice Hartmann,5000,60
Tixiang Li,2000,60
Tim Prica,1000,60
Gerard Barri Paytuvi,1000,60
Matías Córdoba,2000,60
Răzvan Horj,1000,60
Marko Soldo,2000,60
Liam O'Neil,2000,60
Teddy Howe,1000,60
Nicolas Lüchinger,2000,60
Mateusz Sopoćko,1000,60
Ramón Juárez,3000,60
Amad Diallo Traore,2000,60
Elliot Embleton,2000,60
Antón Escobar Tapias,2000,60
Julian Rieckmann,2000,60
Malachi Fagan-Walcott,3000,60
David Nemeth,2000,60
Ayman Al Khulaif,4000,60
Felipe Hernandez,1000,60
Eric Cantú,5000,60
Nicolas Wähling,2000,60
Tom Walker,2000,60
Killian Benvindo,2000,60
Oytun Özdoğan,5000,60
Lucas Kal Schenfeld Prigioli,2000,60
Ahmed Ashraf,6000,60
Jong Gyu Yoon,2000,60
Jaiber Jiménez,8000,60
Ryohei Yamazaki,2000,60
Kastriot Imeri,2000,60
Harvey White,3000,60
Mattéo Ahlinvi,2000,60
Josef Bursik,1000,60
Matt Green,2000,60
Assan Ceesay,3000,60
Diego Lázaro Fuoli,1000,60
Daniel Ballard,7000,60
Miguel Silva Reisinho,1000,60
Jakub Bednarczyk,2000,60
Răzvan Onea,1000,60
Tom Dallison,1000,60
Arkaitz Santamaría Eraña,1000,60
Muhannad Fallatah,3000,60
Michee Ngalina,1000,60
Aritz Uriarte Alonso,1000,60
Şahverdi Çetin,2000,60
Rayhaan Tulloch,7000,60
Cameron John,1000,60
Genaro Rodríguez Serrano,1000,60
Mincheng Yuan,2000,60
Scott Tiffoney,1000,60
Mohammad Awad,2000,60
Gustav Isaksen,3000,60
Marco Frediani,5000,60
David Rui de Kong Cardoso,4000,60
Osman Kakay,1000,60
Gianni Mollo,2000,60
Lewis Thomas,2000,60
Hamad Al Juhayyim,4000,60
Brian Leizza,2000,60
Nathan Ferguson,2000,60
Nikolai Baden Frederiksen,1000,60
Osama Malik,1000,60
Andrea Maccoppi,3000,60
Conor McCarthy,1000,60
Osvaldo Pedro Capemba,2000,60
Jinbao Zhong,2000,60
Sean Nealis,1000,60
Chris Odoi-Atsem,1000,60
Jobi McAnuff,2000,60
Maximilian Beier,1000,60
Görkem Can,1000,60
Juan Brunet,3000,60
Tommy Doyle,5000,60
Anton Tanghe,1000,60
José Manuel Fontán Mondragón,2000,60
Davy van den Berg,2000,60
Uziel García,1000,60
Jordan Lawrence-Gabriel,5000,60
Folarin Balogun,5000,60
Ionuț Stoica,2000,60
Emmanuel Dieseruvwe,3000,60
Juan Pablo Meza,2000,60
Ashley Nadesan,2000,60
Marco Dulca,1000,60
Hasan Ayaroğlu,2000,60
Byeong Geun Hwang,1000,60
Javier Altamirano,1000,60
Marvin Tshibuabua,1000,60
Davor Matijaš,2000,60
José Manuel Urbina Parrado,1000,60
Shawn McCoulsky,3000,60
Paul Marie,1000,60
Yi Liu,2000,60
Agustín Cardozo,2000,60
Ryan Clampin,2000,60
Lingfeng Zhang,3000,60
Jamie Turley,2000,60
Oskar Buur Rasmussen,8000,60
Mazen Abu Shararah,4000,60
Adrian Oeynhausen,1000,60
Alexander Burgstaller,1000,60
Doğucan Haspolat,2000,60
Ryan Taylor,2000,60
Lukas Schöfl,2000,60
Nando Pijnaker,1000,60
Mike Alexander Cevallos Yaguachi,1000,60
Leon Davies,1000,60
Marcelo André Veiga Lopes,2000,60
Max Sheaf,1000,60
David Loera,1000,60
Liam McAlinden,2000,60
Josh Falkingham,2000,60
Jannick Buyla Sam,1000,60
Braian Maidana,2000,60
Realdo Fili,2000,60
Ahmed Ba Masoud,3000,60
Cesar Ibañez,2000,60
Víctor Meseguer Cavas,1000,60
Dun Ba,3000,60
Felix Mambimbi,2000,60
Mohammed Al Dhaw,5000,60
Idris Kanu,2000,60
Alexandru Greab,1000,60
Ivan Mesík,1000,60
Levi Sutton,3000,60
Alejandro Viedma Vega,1000,60
Kaique Rocha Lima,1000,60
Ali Al Asmari,5000,60
Lu Zhang,3000,60
Abdulrahman Al Dawsari,5000,60
Joel Dixon,1000,60
Ben Fox,2000,60
Jairo Mungaray,1000,60
Anıl Koç,2000,60
Kevin Bemanga,4000,60
Jamille Matt,4000,60
Samuel Alabi,2000,60
Xavier Amaechi,2000,60
David Tutonda,1000,60
José Carlos Robles,2000,60
Efe Binici,2000,60
Matteo Cortesi,5000,60
Cheye Alexander,1000,60
Joe Ironside,2000,60
Richard Sila,1000,60
Eliano Reijnders,1000,60
Bevis Mugabi,1000,60
Sebastián Meza,1000,60
Germán Rivero,3000,60
Eric Meza,1000,60
Callum Slattery,6000,60
Diego Pineda,3000,60
Roberto de la Rosa,2000,60
Juan José Cáceres,2000,60
Alexis Gamboa,1000,60
Katsuya Iwatake,2000,60
Adam Ryczkowski,1000,60
Ali Ibrahimaj,2000,60
Callum Hendry,1000,60
Nicolas Gétaz,3000,60
Boubacar Traorè,2000,60
Tomás Reymão Nogueira,1000,60
Juan Pablo Krilanovich,1000,60
Daichi Akiyama,1000,60
Josué Reyes,7000,60
Jack Powell,2000,60
David Kasumu,1000,60
Iván Moreno,2000,60
Christoph Klarer,3000,60
Teddy Boulhendi,2000,60
Cole Stockton,2000,60
Marco Bleve,3000,60
Akram Tsague,3000,60
André David de Oliveira Ribeiro,2000,60
Simeon Akinola,2000,60
Didier Desprez,3000,60
Adnan Ugur,1000,60
Benjamin Leneis,2000,60
Mohammed Majrashi,5000,60
Mete Kaan Demir,5000,60
Haroune Camara,6000,60
Lorenzo Soares Fonseca,1000,60
Christian Dalle Mura,2000,60
George Miller,2000,60
Owen Dale,2000,60
Hugo Novoa,1000,60
Adrien Lebeau,3000,60
Muteb Al Mufarrij,5000,60
James Dayton,3000,60
Diego Rafael Pereira Batista,1000,60
Connor Kirby,1000,60
Ryota Aoki,1000,60
Yuya Nakasaka,1000,60
Viktor Johansson,3000,60
Adam May,2000,60
Matisse Samoise,1000,60
ZhenQiang Zhang,1000,60
Anthony Scully,2000,60
Souleymane Aw,1000,60
Pengxiang Jin,3000,60
Mathieu De Smet,2000,60
Long Song,3000,60
Myeong Joon Kim,1000,60
David Sesay,1000,60
Mace Goodridge,6000,60
Martin Vantruba,1000,60
Yuto Iwasaki,1000,60
Luke McCormick,1000,60
David Moyo,1000,60
Aldom Deuro,1000,60
Diego Abella,3000,60
Nick Anderton,2000,60
Tobias Anselm,3000,60
Pascal Petlach,1000,60
Juan Camilo Becerra,3000,60
Youssoupha N'Diaye,1000,60
Daniil Kulikov,6000,60
Antoine Lejoly,1000,60
Shawn Adewoye,2000,60
Peng Lü,3000,60
Rory Watson,2000,60
Callum Cockerill-Mollett,2000,60
Dean Lyness,1000,60
Julien Boyer,1000,60
Cory Sene,3000,59
Souleymane Cissé,1000,59
Connor Metcalfe,2000,59
Ricardo Marín,2000,59
Dimitar Mitov,1000,59
Keres Masangu,1000,59
Ryan Raposo,1000,59
JJ Williams,1000,59
Justin Neiß,3000,59
Hugo Ekitike,2000,59
Albie Morgan,1000,59
Harry Clifton,2000,59
Harry Trewbridge,2000,59
Gaber Dobrovoljc,2000,59
Harry Darling,1000,59
Jozo Stanić,3000,59
Filip Møller Delaveris,2000,59
Fatih Kuruçuk,2000,59
Jaman Al Dossary,3000,59
Shayr Mohamed,5000,59
Romal Palmer,2000,59
Mikhail Ageev,6000,59
Tom Clifford,1000,59
Facundo Almada,2000,59
Hassane Adamou,1000,59
Zhibo Ai,1000,59
Iddy Ouattara,3000,59
Brendan Kiernan,2000,59
Kamal Bafounta,2000,59
Patrick Hasenhüttl,1000,59
Haruhiko Takimoto,1000,59
David Parkhouse,5000,59
Luke McCormick,1000,59
Lewis Hardcastle,1000,59
Matthew Platt,1000,59
Karol Szymański,1000,59
Alihan Kalkan,3000,59
Marco Majouga,2000,59
Jihong Jiang,2000,59
Osman Atilgan,1000,59
Setigui Karamoko,3000,59
Facundo Cáseres,2000,59
Murat Sarıgül,1000,59
Przemysław Bargiel,1000,59
Franck Ellé Essouma,1000,59
Ju Tae Yun,2000,59
Tobias Koch,2000,59
Emre Kaplan,3000,59
Muhammet Özkal,2000,59
Fynn Otto,1000,59
Sylvain Deslandes,1000,59
Moritz-Broni Kwarteng,2000,59
Lirim Qamili,2000,59
Frederik Jäkel,3000,59
Xeber Alkain Mitxelena,4000,59
Musah Nuhu,2000,59
Nana Kofi Babil,1000,59
Jannes Wieckhoff,1000,59
Niklas Tauer,2000,59
Pablo Rodríguez Delgado,2000,59
Akif Karagülmez,2000,59
Habib Al Watyan,3000,59
Abdulaziz Al Dawsari,6000,59
Dan N'Lundulu,6000,59
Timon Weiner,2000,59
Udoka Godwin-Malife,2000,59
Luca Martínez Dupuy,2000,59
Ignacio Pais,1000,59
Tom Baack,2000,59
Ángel Algobia Esteves,3000,59
Gavin Kilkenny,2000,59
Abdoulaye Keita,1000,59
Brennan Johnson,4000,59
Ifunayachi Achara,1000,59
Gustavo Carvajal,2000,59
Andrea Ghezzi,3000,59
Armando León,3000,59
Mikael Ndjoli,2000,59
Juan de Dios Aguayo,6000,59
Patrick Plojer,3000,59
Ahmet Gürleyen,3000,59
Brandon Cooper,3000,59
Rarmani Edmonds-Green,3000,59
Joey DeZart,1000,59
Samed Karakoç,2000,59
Tyler Cordner,2000,59
Nathan Sheron,1000,59
Joe Fryer,1000,59
Johannes Bühler,4000,59
Lorik Emini,2000,59
Dardan Shabanhaxhaj,2000,59
Sam Ling,2000,59
Emmanuel Onariase,3000,59
Oliver Casey,6000,59
Jae Moon Ryu,1000,59
José Viguera Suescun,1000,59
Ryan Loft,3000,59
Owura Edwards,4000,59
Mustafa Al Bassas,3000,59
Brandon Pierrick,3000,59
Omar Hawsawi,3000,59
Rekeil Pyke,2000,59
Olufela Olomola,3000,59
Max Sanders,6000,59
Andrei Dumiter,2000,59
Yuanyi Li,3000,59
Yuan Zhang,2000,59
Abdoulaye Ndiaye,2000,59
Mohammed Al Majhad,5000,59
Carlos Mendes Gomes,1000,59
Maximilian Breunig,2000,59
Tiberiu Căpușă,1000,59
Warren Burrell,2000,59
Hatim Belal,4000,59
Marco Burch,1000,59
Wangsong Tan,2000,59
Won Ho Shin,1000,59
Qipeng Yang,2000,59
Lee Buchanan,2000,59
Daniel Plomer Gordillo,3000,59
Patrick Brough,1000,59
Thomas van den Belt,1000,59
Kamal Miller,1000,59
Tolu Arokodare,3000,59
Marios Ogkmpoe,1000,59
Malik Batmaz,2000,59
Taisei Miyashiro,2000,59
Tim Siedschlag,3000,59
George Lapslie,1000,59
Dan Happe,2000,59
Jason Lokilo,2000,59
Josh Koroma,3000,59
Fábio Fortes Moreira,2000,59
Roberto Meraz,2000,59
Matt LaGrassa,1000,59
Luke James,2000,59
Aref Al Haider,3000,59
Wesley Moustache,3000,59
Chuangyi Lin,2000,59
Victor Adeboyejo,2000,59
Dan Jones,3000,59
Mert Kuyucu,2000,59
Eñaut Mendia Berasategi,3000,59
Levent Mercan,2000,59
Danny Johnson,3000,59
Robbie Willmott,2000,59
Joël Kiassumbua,2000,59
Andrei Tîrcoveanu,2000,59
Nassim Ahmed,3000,59
Yun Yang,1000,59
Muhannad Al Najai,3000,59
Terence Vancooten,1000,59
Bryce Hosannah,8000,59
Saeed Al Hamsal,2000,59
Mohammed Naji,4000,59
Dong Wang,2000,59
Cédric Gasser,1000,59
Daniel Maldini,2000,59
Dinghao Yan,3000,59
Radhi Al Radhi,3000,59
José Salinas Morán,1000,59
Andrew Tutte,3000,59
Nader Al Muwallad,3000,59
Seong Min Jeong,1000,59
Dialy Ndiaye,2000,59
Osama Ashoor,2000,59
Peng Wang,2000,59
Leonel Rivas,2000,59
Wilfried Singo,3000,59
Joris Moutachy,1000,59
Endri Çekiçi,4000,59
Marco Ballarini,2000,59
Naouirou Ahamada,1000,59
Henry Kessler,1000,59
Petko Hristov,5000,59
Alan Winn,1000,59
Cherif Ndiaye,4000,59
Mark Halstead,1000,59
Jason Taylor,2000,59
Conor Coventry,5000,59
Jayden Richardson,4000,59
Qing Wu,1000,59
Connor Brown,2000,59
